loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2350,5,Graduate,Yes,1139000,4838000,20,744,553000,670000,433000,1893000,Approved
2351,2,Graduate,No,1069000,2414000,25,600,2826000,2484000,3751000,911000,Approved
2352,0,Graduate,No,1049000,5000000,20,638,3346000,2517000,4019000,946000,Approved
2353,3,Not Graduate,No,683000,1579000,25,557,1848000,24000,2703000,114000,Rejected
2354,3,Not Graduate,No,796000,4803000,20,771,623000,275000,479000,486000,Approved
2355,3,Graduate,Yes,324000,953000,20,683,313000,225000,647000,67000,Rejected
2356,4,Not Graduate,Yes,169000,777000,15,590,73000,358000,636000,55000,Approved
2357,1,Not Graduate,No,772000,5000000,15,640,555000,1179000,2362000,681000,Rejected
2358,3,Graduate,No,864000,2217000,25,693,428000,1221000,289000,729000,Approved
2359,1,Not Graduate,Yes,1536000,5000000,5,629,724000,2297000,5367000,2880000,Rejected
2360,2,Not Graduate,No,1944000,5000000,25,605,4080000,4620000,6552000,550000,Approved
2361,1,Not Graduate,No,1942000,5000000,15,594,1059000,1339000,6103000,662000,Approved
2362,0,Not Graduate,Yes,366000,1111000,20,679,608000,113000,624000,554000,Approved
2363,0,Graduate,No,557000,3787000,15,620,1432000,846000,1429000,52000,Rejected
2364,3,Graduate,No,957000,4499000,25,611,333000,2318000,2768000,1263000,Rejected
2365,4,Not Graduate,No,3629000,5000000,5,536,8508000,6442000,5977000,5472000,Approved
2366,1,Graduate,No,1832000,5000000,15,657,4989000,4086000,5785000,2339000,Approved
2367,2,Graduate,No,1449000,5000000,25,635,2923000,3246000,1689000,886000,Rejected
2368,0,Graduate,No,544000,2785000,15,623,991000,298000,444000,137000,Approved
2369,2,Graduate,No,394000,1040000,15,667,1040000,675000,1359000,784000,Approved
2370,1,Graduate,No,1169000,5000000,25,714,2332000,2520000,1664000,2017000,Approved
2371,2,Not Graduate,No,342000,2022000,20,710,660000,87000,110000,504000,Approved
2372,4,Graduate,No,600000,2993000,10,697,1719000,977000,2009000,249000,Approved
2373,2,Graduate,No,650000,1947000,20,630,1937000,442000,2091000,579000,Rejected
2374,3,Graduate,No,1971000,5000000,10,602,2915000,4049000,6365000,2827000,Approved
2375,3,Graduate,No,556000,2590000,10,561,906000,310000,795000,138000,Rejected
2376,0,Not Graduate,Yes,143000,860000,20,600,409000,133000,351000,274000,Rejected
2377,1,Not Graduate,No,972000,5000000,10,652,1986000,1644000,150000,1859000,Approved
2378,0,Not Graduate,No,444000,2354000,15,583,1109000,617000,48000,152000,Rejected
2379,2,Graduate,No,720000,4362000,15,658,389000,216000,800000,313000,Rejected
2380,4,Not Graduate,No,662000,1631000,25,568,401000,373000,1422000,503000,Rejected
2381,2,Graduate,No,586000,4528000,20,509,1173000,1298000,1431000,544000,Rejected
2382,2,Graduate,Yes,1170000,4553000,10,720,3418000,2892000,726000,1064000,Approved
2383,1,Graduate,No,258000,1064000,25,610,339000,448000,899000,359000,Rejected
2384,1,Graduate,Yes,500000,1669000,20,579,1687000,12000,1921000,483000,Rejected
2385,4,Graduate,No,1092000,2739000,15,557,2984000,2029000,617000,447000,Approved
2386,1,Graduate,No,470000,3168000,25,686,1317000,755000,1557000,263000,Rejected
2387,3,Graduate,No,246000,847000,15,767,730000,253000,614000,210000,Approved
2388,0,Not Graduate,No,1081000,3996000,15,616,1205000,616000,2226000,1149000,Approved
2389,0,Graduate,No,1453000,4491000,15,632,1972000,602000,2917000,2688000,Approved
2390,1,Graduate,No,680000,5000000,10,741,462000,142000,2057000,162000,Approved
2391,4,Not Graduate,No,196000,1310000,20,496,297000,313000,179000,317000,Rejected
2392,1,Graduate,Yes,1108000,5000000,20,817,459000,934000,2742000,727000,Approved
2393,3,Graduate,No,238000,1707000,25,858,644000,308000,266000,349000,Approved
2394,0,Graduate,No,856000,5000000,15,420,2455000,1124000,370000,474000,Rejected
2395,2,Graduate,No,393000,1916000,10,642,387000,597000,887000,315000,Rejected
2396,2,Graduate,No,329000,995000,15,589,614000,489000,378000,301000,Approved
2397,2,Not Graduate,No,525000,2080000,10,627,1286000,681000,1573000,795000,Rejected
2398,1,Graduate,No,621000,2332000,25,614,1662000,241000,1637000,232000,Rejected
2399,0,Graduate,No,461000,2906000,20,719,1568000,31000,449000,335000,Approved
2400,4,Graduate,No,1026000,2210000,20,640,967000,1478000,3550000,1109000,Rejected
2401,2,Graduate,No,524000,1495000,20,573,571000,554000,762000,698000,Rejected
2402,1,Graduate,No,1324000,5000000,15,635,4015000,1357000,3794000,263000,Approved
2403,2,Not Graduate,No,840000,2302000,10,694,513000,903000,960000,197000,Rejected
2404,0,Graduate,No,445000,1019000,15,549,1253000,126000,386000,646000,Rejected
2405,2,Graduate,Yes,399000,1059000,20,510,290000,179000,1379000,305000,Rejected
2406,2,Graduate,No,240000,1475000,15,819,429000,397000,884000,90000,Approved
2407,0,Graduate,No,846000,2399000,5,595,1857000,1087000,1246000,477000,Rejected
2408,2,Graduate,No,556000,1600000,20,638,1533000,847000,739000,676000,Approved
2409,2,Graduate,No,150000,507000,10,616,100000,49000,426000,286000,Rejected
2410,4,Graduate,No,494000,3214000,20,697,1451000,1005000,487000,730000,Approved
2411,3,Graduate,No,390000,1249000,5,801,1178000,363000,1353000,626000,Approved
2412,2,Graduate,No,1949000,4312000,20,699,5534000,2987000,260000,2410000,Approved
2413,3,Not Graduate,No,231000,1718000,15,521,762000,269000,151000,179000,Rejected
2414,1,Graduate,No,274000,1989000,25,532,847000,321000,156000,528000,Rejected
2415,3,Graduate,No,1440000,4477000,20,616,3971000,2803000,1929000,300000,Approved
2416,0,Graduate,No,1691000,5000000,5,627,3642000,466000,5881000,2751000,Approved
2417,0,Graduate,No,431000,1350000,20,504,1245000,81000,1119000,239000,Rejected
2418,2,Graduate,No,464000,2931000,20,720,1587000,117000,241000,573000,Rejected
2419,1,Graduate,No,1045000,3658000,20,558,2445000,2600000,426000,2054000,Rejected
2420,3,Not Graduate,No,154000,1169000,25,777,166000,357000,189000,261000,Rejected
2421,2,Graduate,Yes,209000,1456000,20,805,228000,366000,526000,357000,Approved
2422,0,Graduate,Yes,583000,3224000,10,629,1660000,652000,1408000,965000,Rejected
2423,1,Graduate,No,1917000,3937000,15,687,6645000,408000,1046000,1792000,Approved
2424,2,Not Graduate,No,527000,3848000,15,545,513000,1082000,1616000,430000,Approved
2425,3,Graduate,No,747000,4756000,20,703,2543000,354000,1917000,793000,Rejected
2426,3,Not Graduate,No,1463000,5000000,25,608,1695000,998000,5755000,887000,Rejected
2427,1,Graduate,No,2753000,5000000,20,558,4463000,5787000,6208000,2704000,Approved
2428,3,Graduate,No,481000,3007000,15,625,1542000,309000,662000,143000,Rejected
2429,1,Not Graduate,No,692000,4725000,25,610,2337000,1461000,391000,1239000,Rejected
2430,0,Graduate,Yes,2288000,5000000,20,622,4837000,4496000,8430000,3397000,Approved
2431,2,Graduate,No,260000,1426000,15,731,868000,544000,64000,44000,Approved
2432,1,Graduate,No,1365000,5000000,25,583,4089000,2301000,1993000,1825000,Approved
2433,0,Not Graduate,No,361000,1643000,15,797,1109000,318000,783000,552000,Approved
2434,1,Not Graduate,No,748000,4643000,20,537,2303000,1221000,1737000,1294000,Rejected
2435,3,Graduate,No,598000,4500000,15,787,919000,1240000,1418000,414000,Approved
2436,4,Not Graduate,No,376000,2105000,25,564,150000,704000,1089000,481000,Rejected
2437,5,Graduate,No,369000,1241000,15,650,305000,795000,222000,217000,Approved
2438,1,Graduate,Yes,838000,1764000,15,608,451000,2060000,2435000,1429000,Rejected
2439,2,Not Graduate,No,1337000,5000000,20,621,1438000,2307000,4772000,2349000,Rejected
2440,3,Graduate,No,643000,4622000,25,718,307000,1492000,141000,128000,Rejected
2441,1,Graduate,No,733000,1756000,10,777,869000,498000,176000,444000,Approved
2442,1,Not Graduate,No,1015000,4451000,10,751,2217000,2470000,4026000,254000,Rejected
2443,1,Graduate,Yes,372000,2842000,25,616,280000,847000,490000,308000,Rejected
2444,2,Not Graduate,No,1132000,5000000,20,666,1483000,117000,2122000,68000,Approved
2445,3,Graduate,Yes,1192000,3962000,15,584,1213000,1760000,1561000,1879000,Approved
2446,1,Graduate,No,3803000,5000000,15,566,2298000,4782000,8634000,3390000,Approved
2447,0,Not Graduate,Yes,548000,2438000,15,553,1350000,1117000,1575000,598000,Rejected
2448,3,Graduate,Yes,520000,1406000,20,613,1642000,164000,1593000,779000,Approved
2449,2,Graduate,No,1154000,5000000,20,671,2990000,1522000,1715000,1661000,Rejected
2450,1,Not Graduate,No,1192000,5000000,20,487,2967000,1494000,1331000,791000,Rejected
2451,1,Graduate,No,494000,2908000,5,646,1702000,488000,1103000,779000,Rejected
2452,5,Graduate,No,539000,3053000,20,779,1423000,1337000,862000,700000,Approved
2453,2,Graduate,No,995000,2090000,5,745,448000,1342000,2514000,473000,Approved
2454,2,Graduate,No,409000,1246000,25,600,408000,423000,1016000,44000,Rejected
2455,2,Graduate,No,536000,1604000,5,531,1254000,1148000,1923000,817000,Rejected
2456,5,Graduate,No,742000,1920000,10,689,1740000,258000,85000,277000,Approved
2457,1,Not Graduate,No,1337000,5000000,10,453,3963000,961000,665000,360000,Rejected
2458,1,Graduate,No,473000,1287000,10,744,382000,330000,1499000,411000,Approved
2459,1,Not Graduate,No,211000,1268000,15,632,726000,493000,501000,390000,Rejected
2460,3,Not Graduate,No,201000,617000,20,806,392000,442000,69000,292000,Approved
2461,0,Graduate,No,309000,837000,25,503,1003000,469000,1167000,496000,Rejected
2462,1,Not Graduate,Yes,298000,887000,20,728,594000,238000,786000,172000,Approved
2463,1,Graduate,No,633000,3197000,20,641,569000,741000,1263000,1062000,Rejected
2464,2,Graduate,No,323000,1897000,15,622,460000,461000,1014000,278000,Rejected
2465,3,Not Graduate,No,443000,3044000,20,534,446000,598000,1074000,868000,Rejected
2466,1,Not Graduate,No,423000,1172000,10,701,485000,271000,658000,491000,Approved
2467,1,Graduate,No,526000,2997000,15,707,1656000,172000,661000,648000,Approved
2468,3,Graduate,No,1654000,5000000,10,802,2494000,3753000,3090000,3034000,Approved
2469,0,Graduate,No,1076000,4169000,10,736,952000,1724000,2102000,2044000,Approved
2470,3,Not Graduate,No,707000,1752000,20,600,1037000,256000,2034000,60000,Rejected
2471,1,Graduate,Yes,519000,1524000,10,565,1181000,1284000,1009000,261000,Rejected
2472,4,Graduate,Yes,528000,1346000,10,534,498000,543000,91000,659000,Approved
2473,2,Graduate,No,866000,5000000,20,775,401000,1587000,2399000,49000,Approved
2474,3,Graduate,No,1023000,4358000,10,584,3162000,452000,380000,685000,Approved
2475,0,Graduate,No,388000,1994000,20,776,413000,905000,1319000,168000,Approved
2476,1,Graduate,No,717000,4741000,15,695,2363000,142000,2052000,768000,Rejected
2477,3,Graduate,Yes,187000,791000,25,678,84000,447000,455000,227000,Rejected
2478,2,Graduate,No,803000,4733000,20,624,1913000,1460000,1503000,336000,Rejected
2479,3,Graduate,No,1149000,2827000,5,706,2791000,653000,886000,1259000,Approved
2480,2,Graduate,No,583000,2848000,25,649,466000,264000,1548000,480000,Approved
2481,2,Graduate,No,2280000,5000000,15,619,5538000,4771000,1202000,4520000,Approved
2482,4,Not Graduate,Yes,395000,1378000,15,709,608000,39000,971000,70000,Approved
2483,2,Graduate,No,806000,3031000,20,638,1226000,230000,657000,1362000,Rejected
2484,4,Graduate,Yes,684000,4313000,20,582,2126000,1151000,1661000,1367000,Rejected
2485,1,Graduate,No,656000,3965000,15,701,2196000,127000,452000,726000,Approved
2486,1,Graduate,No,650000,4214000,15,645,549000,880000,305000,895000,Rejected
2487,3,Not Graduate,No,750000,1778000,10,692,1867000,1076000,1452000,225000,Approved
2488,0,Not Graduate,No,1215000,5000000,20,611,966000,54000,3485000,892000,Rejected
2489,0,Graduate,Yes,1714000,3988000,25,547,706000,1616000,1765000,692000,Rejected
2490,0,Graduate,No,699000,4861000,15,797,544000,50000,1427000,830000,Approved
2491,2,Graduate,No,1189000,5000000,25,781,2771000,2874000,3823000,2244000,Approved
2492,2,Graduate,No,444000,2464000,10,725,1165000,239000,996000,48000,Approved
2493,0,Graduate,No,1152000,5000000,20,617,2215000,1986000,2798000,1168000,Rejected
2494,0,Not Graduate,No,427000,2794000,25,624,1428000,719000,409000,624000,Rejected
2495,1,Graduate,No,1422000,5000000,20,767,3904000,2745000,833000,1265000,Approved
2496,1,Not Graduate,Yes,2945000,5000000,10,620,2407000,2469000,2006000,3242000,Approved
2497,0,Graduate,No,647000,4371000,15,596,625000,298000,2519000,604000,Rejected
2498,0,Graduate,No,168000,415000,10,809,371000,223000,74000,204000,Approved
2499,4,Graduate,No,490000,2452000,20,646,670000,851000,339000,90000,Rejected
2500,3,Graduate,No,1559000,5000000,25,800,472000,2944000,1407000,1740000,Approved
2501,1,Not Graduate,No,1003000,5000000,15,531,379000,123000,3183000,1051000,Rejected
2502,1,Graduate,No,823000,3933000,10,694,1322000,1549000,1360000,333000,Approved
2503,0,Graduate,Yes,1348000,4612000,15,826,2663000,379000,4293000,1473000,Approved
2504,1,Not Graduate,No,959000,4741000,20,653,2293000,1258000,1663000,914000,Rejected
2505,1,Graduate,No,1545000,5000000,20,628,4236000,2145000,4943000,1864000,Approved
2506,4,Graduate,No,1272000,5000000,10,551,4325000,404000,4569000,1462000,Rejected
2507,3,Graduate,No,1882000,5000000,20,742,5617000,4536000,3471000,1579000,Approved
2508,2,Graduate,No,884000,5000000,10,585,1272000,1410000,3489000,1391000,Approved
2509,0,Not Graduate,No,1261000,4339000,20,642,2536000,706000,4714000,942000,Rejected
2510,3,Graduate,No,573000,1834000,15,545,568000,73000,92000,559000,Rejected
2511,4,Not Graduate,No,473000,2292000,10,782,1608000,916000,1088000,417000,Approved
2512,0,Graduate,Yes,2123000,4889000,20,748,4274000,4465000,5653000,2118000,Approved
2513,4,Graduate,No,806000,2721000,20,647,886000,183000,2731000,1298000,Approved
2514,1,Graduate,No,1181000,4868000,15,552,3091000,760000,3220000,1693000,Rejected
2515,3,Not Graduate,No,759000,3739000,20,781,1413000,1219000,2113000,100000,Approved
2516,1,Graduate,No,478000,1729000,20,619,1668000,501000,588000,485000,Rejected
2517,2,Graduate,No,705000,3781000,15,556,380000,604000,2327000,207000,Rejected
2518,1,Graduate,No,1780000,5000000,25,500,2445000,1889000,617000,2621000,Rejected
2519,2,Not Graduate,Yes,1004000,5000000,25,595,3327000,1268000,2674000,1982000,Rejected
2520,2,Graduate,No,230000,856000,10,526,408000,106000,204000,289000,Approved
2521,2,Graduate,No,609000,1444000,25,597,790000,591000,1879000,482000,Rejected
2522,3,Graduate,No,2230000,5000000,20,713,4985000,389000,7096000,426000,Approved
2523,0,Not Graduate,No,609000,3269000,10,618,1478000,9000,476000,425000,Rejected
2524,3,Graduate,No,217000,1324000,20,680,130000,529000,693000,233000,Approved
2525,0,Graduate,Yes,2396000,5000000,5,589,2708000,328000,8065000,4235000,Approved
2526,3,Graduate,No,1091000,3397000,20,656,1406000,119000,335000,1146000,Rejected
2527,0,Graduate,Yes,669000,2619000,25,813,727000,1488000,1189000,1318000,Approved
2528,2,Graduate,No,550000,2155000,15,620,839000,1342000,468000,423000,Approved
2529,1,Graduate,No,1415000,5000000,20,683,1940000,2988000,839000,72000,Approved
2530,5,Graduate,No,492000,1586000,10,517,1299000,172000,1591000,628000,Rejected
2531,2,Not Graduate,No,1477000,3508000,20,779,3274000,2361000,1836000,705000,Approved
2532,0,Graduate,No,996000,4102000,20,609,1667000,1735000,2601000,523000,Approved
2533,3,Graduate,No,821000,2304000,10,739,772000,1584000,94000,69000,Approved
2534,1,Graduate,No,769000,2122000,20,640,1266000,217000,315000,835000,Approved
2535,1,Graduate,Yes,625000,2778000,15,702,548000,611000,1550000,333000,Approved
2536,1,Graduate,No,1381000,5000000,20,707,4622000,953000,2132000,2747000,Approved
2537,3,Not Graduate,Yes,399000,1018000,20,612,342000,653000,1409000,670000,Approved
2538,4,Graduate,Yes,244000,1373000,20,743,744000,210000,103000,355000,Approved
2539,4,Graduate,No,1044000,5000000,15,585,2370000,1328000,2644000,773000,Rejected
2540,0,Graduate,No,1055000,2598000,20,716,3054000,1652000,2998000,200000,Approved
2541,0,Not Graduate,No,956000,5000000,20,617,3005000,2069000,2374000,1295000,Rejected
2542,3,Graduate,No,912000,3382000,20,680,2620000,2100000,2512000,85000,Approved
2543,1,Graduate,No,568000,4412000,20,611,1242000,985000,609000,518000,Rejected
2544,2,Graduate,Yes,1168000,5000000,25,654,1348000,457000,3611000,179000,Rejected
2545,5,Not Graduate,No,680000,3131000,15,559,1640000,1511000,1539000,776000,Rejected
2546,1,Not Graduate,No,510000,1719000,5,671,161000,261000,1618000,582000,Approved
2547,1,Graduate,No,572000,4009000,25,654,863000,76000,329000,620000,Rejected
2548,4,Not Graduate,No,2603000,5000000,5,604,7927000,2846000,1550000,3757000,Approved
2549,3,Not Graduate,No,227000,677000,25,645,490000,389000,373000,112000,Rejected
2550,4,Graduate,No,969000,5000000,20,661,1099000,362000,1570000,506000,Rejected
2551,2,Graduate,No,235000,1160000,25,598,741000,176000,141000,202000,Approved
2552,1,Graduate,No,652000,4629000,20,639,227000,130000,272000,926000,Approved
2553,3,Graduate,No,528000,3366000,20,565,1650000,816000,219000,147000,Rejected
2554,3,Not Graduate,No,181000,1313000,20,849,494000,320000,55000,322000,Approved
2555,4,Graduate,No,901000,5000000,20,740,692000,1171000,207000,488000,Approved
2556,2,Graduate,No,547000,3202000,15,673,274000,608000,1778000,164000,Approved
2557,2,Graduate,No,179000,895000,5,750,599000,379000,671000,218000,Rejected
2558,1,Graduate,No,1208000,5000000,15,482,622000,1266000,2126000,710000,Rejected
2559,1,Graduate,No,1779000,5000000,25,433,6077000,1965000,1474000,1507000,Rejected
2560,5,Graduate,No,1844000,5000000,15,616,3035000,2661000,2546000,312000,Rejected
2561,5,Graduate,No,884000,5000000,20,533,1265000,1556000,2910000,846000,Rejected
2562,2,Not Graduate,No,721000,3941000,20,630,1716000,1401000,2685000,463000,Rejected
2563,5,Graduate,No,1660000,5000000,15,667,3133000,169000,1711000,633000,Rejected
2564,1,Graduate,No,2089000,5000000,25,728,3234000,4445000,458000,1678000,Rejected
2565,4,Not Graduate,No,1462000,3019000,5,553,3434000,1650000,1906000,2268000,Rejected
2566,2,Graduate,No,380000,1279000,20,684,540000,861000,609000,585000,Rejected
2567,3,Graduate,Yes,798000,3529000,15,651,327000,1070000,89000,601000,Approved
2568,3,Graduate,No,931000,5000000,5,680,2736000,1108000,2567000,1815000,Rejected
2569,2,Not Graduate,No,216000,1159000,10,606,421000,106000,126000,64000,Rejected
2570,4,Graduate,Yes,950000,2902000,20,768,2373000,1115000,398000,1631000,Approved
2571,1,Graduate,No,3067000,5000000,10,641,6565000,3780000,8908000,6008000,Approved
2572,4,Graduate,No,1061000,3537000,20,801,2404000,2373000,3296000,1238000,Approved
2573,1,Not Graduate,No,1824000,5000000,20,583,1825000,4045000,1492000,305000,Approved
2574,1,Not Graduate,No,788000,1642000,10,713,2593000,958000,2441000,1455000,Approved
2575,3,Graduate,No,667000,4105000,15,645,1156000,1447000,841000,602000,Rejected
2576,3,Graduate,No,897000,3127000,10,622,2910000,1916000,1168000,346000,Approved
2577,4,Graduate,Yes,412000,1693000,20,704,1187000,977000,238000,737000,Approved
2578,1,Graduate,No,374000,1500000,20,625,974000,338000,368000,330000,Rejected
2579,0,Graduate,No,1594000,5000000,5,424,2825000,846000,400000,1632000,Rejected
2580,2,Not Graduate,No,1708000,5000000,20,390,636000,4031000,4647000,1987000,Rejected
2581,4,Graduate,No,368000,1066000,15,758,482000,538000,1259000,669000,Approved
2582,5,Not Graduate,No,1313000,5000000,20,755,3187000,1532000,379000,1355000,Rejected
2583,4,Graduate,No,662000,4073000,5,810,899000,681000,726000,1180000,Approved
2584,2,Not Graduate,No,873000,1978000,5,649,539000,185000,1266000,333000,Approved
2585,4,Graduate,No,944000,5000000,15,540,1847000,482000,1540000,1182000,Rejected
2586,1,Graduate,No,1336000,5000000,20,614,1061000,974000,4428000,1436000,Approved
2587,4,Not Graduate,No,739000,4172000,20,651,946000,1019000,197000,505000,Rejected
2588,2,Graduate,No,1751000,5000000,15,564,3338000,2262000,4369000,813000,Rejected
2589,1,Not Graduate,No,856000,3833000,10,790,575000,1162000,1863000,160000,Approved
2590,2,Not Graduate,No,1050000,4715000,20,840,693000,201000,3539000,588000,Approved
2591,3,Not Graduate,No,407000,1073000,5,691,396000,10000,526000,560000,Approved
2592,1,Not Graduate,No,2848000,5000000,20,649,6248000,3298000,1416000,1687000,Approved
2593,0,Graduate,Yes,950000,3294000,15,540,3122000,460000,579000,1396000,Rejected
2594,3,Graduate,No,1113000,5000000,10,781,1185000,2481000,2848000,1955000,Approved
2595,5,Graduate,No,246000,1241000,20,656,640000,265000,548000,345000,Rejected
2596,2,Graduate,Yes,410000,1355000,10,625,371000,361000,988000,664000,Rejected
2597,0,Graduate,No,1565000,5000000,20,691,3652000,2128000,993000,1828000,Approved
2598,3,Graduate,Yes,843000,2603000,10,600,624000,1325000,224000,1598000,Approved
2599,0,Graduate,No,202000,799000,15,662,607000,41000,466000,311000,Approved
2600,1,Graduate,No,1375000,4365000,20,527,3680000,2548000,572000,934000,Rejected
2601,0,Graduate,No,492000,3041000,5,742,1219000,169000,1833000,719000,Approved
2602,2,Not Graduate,No,1752000,5000000,20,641,608000,1694000,5664000,2383000,Approved
2603,1,Not Graduate,Yes,661000,4241000,20,748,1967000,590000,530000,1002000,Rejected
2604,0,Graduate,No,800000,1875000,25,633,626000,1138000,1945000,538000,Rejected
2605,1,Graduate,No,1506000,5000000,10,638,3023000,2596000,926000,1572000,Approved
2606,3,Not Graduate,Yes,391000,3050000,10,547,1089000,783000,1467000,691000,Rejected
2607,1,Graduate,No,367000,852000,15,715,852000,484000,880000,717000,Approved
2608,0,Graduate,No,616000,2778000,25,576,1799000,239000,825000,463000,Approved
2609,2,Not Graduate,No,1198000,2686000,15,609,3077000,2084000,3299000,1197000,Approved
2610,3,Graduate,No,295000,850000,15,650,802000,353000,32000,205000,Approved
2611,3,Graduate,No,237000,1132000,20,660,298000,349000,290000,344000,Approved
2612,2,Graduate,No,1196000,3522000,5,505,1810000,1327000,1212000,150000,Rejected
2613,3,Graduate,No,473000,2418000,20,630,901000,492000,686000,903000,Rejected
2614,3,Graduate,No,542000,4085000,15,718,1179000,950000,235000,608000,Rejected
2615,3,Graduate,Yes,209000,669000,20,618,525000,274000,810000,121000,Rejected
2616,2,Not Graduate,No,450000,1189000,20,631,935000,976000,866000,55000,Approved
2617,0,Not Graduate,No,697000,4845000,15,664,1794000,1295000,2398000,797000,Rejected
2618,1,Graduate,Yes,1282000,5000000,20,639,1003000,1527000,426000,1529000,Approved
2619,1,Graduate,No,424000,3093000,20,562,663000,227000,1439000,596000,Rejected
2620,1,Graduate,No,2056000,5000000,10,647,6626000,90000,5442000,2209000,Approved
2621,5,Graduate,No,449000,2589000,25,734,446000,231000,1233000,474000,Approved
2622,1,Graduate,No,449000,3385000,20,561,341000,316000,1457000,289000,Rejected
2623,2,Graduate,No,1901000,5000000,25,618,5101000,561000,4090000,814000,Approved
2624,5,Graduate,No,803000,5000000,20,533,741000,1343000,2066000,433000,Rejected
2625,2,Graduate,Yes,489000,2831000,15,730,863000,399000,1765000,382000,Rejected
2626,1,Graduate,No,633000,4354000,15,642,1632000,48000,372000,986000,Approved
2627,5,Graduate,Yes,1687000,5000000,15,578,3124000,1843000,535000,473000,Approved
2628,1,Not Graduate,No,1815000,5000000,5,658,5780000,3559000,7137000,2369000,Approved
2629,0,Graduate,No,412000,1142000,15,548,1281000,350000,1458000,51000,Rejected
2630,2,Not Graduate,No,681000,5000000,15,562,1300000,1536000,1433000,91000,Rejected
2631,1,Graduate,No,742000,1763000,5,526,2504000,1582000,2334000,433000,Rejected
2632,3,Graduate,No,369000,883000,20,559,455000,820000,1306000,275000,Rejected
2633,1,Not Graduate,Yes,675000,4988000,10,765,708000,1127000,1296000,284000,Approved
2634,3,Graduate,No,702000,2671000,20,588,1716000,1416000,338000,1248000,Rejected
2635,0,Graduate,Yes,1469000,5000000,20,690,3133000,1429000,2901000,946000,Approved
2636,4,Not Graduate,No,1534000,5000000,20,579,1693000,2658000,2256000,1478000,Rejected
2637,0,Graduate,No,565000,3329000,10,715,841000,316000,107000,1124000,Approved
2638,4,Not Graduate,No,609000,1921000,20,563,637000,312000,2339000,332000,Rejected
2639,0,Graduate,No,1078000,5000000,20,653,1141000,2543000,3117000,1355000,Approved
2640,4,Not Graduate,No,479000,2491000,25,654,707000,657000,1516000,721000,Rejected
2641,3,Graduate,No,1026000,4106000,15,848,3342000,184000,2490000,594000,Approved
2642,2,Graduate,Yes,661000,2320000,5,704,1964000,326000,760000,107000,Approved
2643,0,Not Graduate,Yes,373000,1060000,20,600,724000,430000,888000,594000,Rejected
2644,2,Graduate,No,376000,2345000,10,708,688000,795000,1035000,231000,Approved
2645,2,Graduate,No,1793000,5000000,20,832,719000,4016000,4356000,1213000,Approved
2646,2,Not Graduate,No,632000,2372000,20,511,1125000,179000,377000,543000,Rejected
2647,2,Not Graduate,No,2033000,5000000,20,578,4668000,315000,6654000,256000,Approved
2648,5,Graduate,No,501000,2368000,25,630,1399000,152000,631000,857000,Approved
2649,5,Graduate,No,846000,5000000,20,615,1218000,1420000,1394000,1467000,Rejected
2650,2,Not Graduate,Yes,3315000,5000000,25,622,10747000,4416000,7451000,5798000,Approved
2651,0,Graduate,No,352000,2544000,20,539,1052000,649000,1377000,143000,Rejected
2652,0,Graduate,No,204000,1240000,10,769,115000,303000,269000,399000,Approved
2653,3,Graduate,No,1615000,5000000,20,529,5151000,387000,425000,2164000,Rejected
2654,5,Graduate,Yes,409000,2576000,20,633,414000,263000,1592000,493000,Rejected
2655,2,Not Graduate,No,691000,1998000,25,739,2249000,573000,2649000,1008000,Approved
2656,0,Graduate,No,478000,3761000,15,647,1108000,846000,417000,729000,Rejected
2657,1,Not Graduate,No,833000,5000000,15,567,1348000,1243000,2777000,718000,Rejected
2658,1,Graduate,Yes,377000,2049000,20,535,640000,892000,1390000,448000,Rejected
2659,5,Graduate,No,623000,1864000,5,630,1309000,227000,94000,742000,Approved
2660,3,Graduate,No,938000,2848000,20,586,2814000,2201000,2855000,61000,Approved
2661,0,Not Graduate,No,363000,2064000,20,667,1081000,200000,291000,25000,Rejected
2662,1,Graduate,No,444000,1997000,10,531,723000,381000,1477000,430000,Rejected
2663,0,Graduate,No,559000,3385000,10,719,1686000,48000,102000,637000,Approved
2664,3,Graduate,Yes,277000,1173000,20,660,501000,205000,774000,396000,Rejected
2665,3,Graduate,No,532000,2701000,5,666,870000,266000,1748000,807000,Approved
2666,0,Graduate,No,756000,2365000,20,772,815000,411000,181000,901000,Approved
2667,1,Graduate,No,540000,1583000,20,613,1593000,772000,1648000,326000,Rejected
2668,4,Graduate,No,587000,1440000,20,588,1341000,1146000,331000,738000,Approved
2669,3,Graduate,No,691000,4780000,15,603,1161000,1287000,282000,385000,Rejected
2670,2,Graduate,No,457000,2437000,5,634,1106000,947000,1687000,751000,Approved
2671,2,Graduate,No,1097000,5000000,20,642,3352000,2006000,4059000,960000,Rejected
2672,5,Not Graduate,No,1780000,5000000,10,579,1661000,4345000,5323000,3195000,Rejected
2673,3,Not Graduate,Yes,518000,3425000,15,478,806000,24000,1850000,155000,Rejected
2674,5,Graduate,No,960000,4852000,25,602,1456000,2371000,159000,1369000,Rejected
2675,0,Graduate,Yes,599000,4129000,15,681,325000,614000,1255000,531000,Approved
2676,1,Graduate,No,888000,5000000,15,662,1216000,1061000,3107000,265000,Approved
